,Institucion,Enfermedad,Year
3928,the First Affiliated Hospital of Anhui Medical University,gene polymorphism,2019
3929,the First Affiliated Hospital of Anhui Medical University,leptin,2019
3930,the First Affiliated Hospital of Anhui Medical University,meta analysis ,2019
3931,the First Affiliated Hospital of Anhui Medical University,breast cancer,2019
3932,the First Affiliated Hospital of Anhui Medical University,gene polymorphism,2019
3933,the First Affiliated Hospital of Anhui Medical University,leptin,2019
3934,the First Affiliated Hospital of Anhui Medical University,meta analysis ,2019
3935,Indian Agricultural Research Institute,CRISPR Cas9,2020
3936,Indian Agricultural Research Institute,QTLs,2020
3937,Indian Agricultural Research Institute,food crops,2020
3938,Indian Agricultural Research Institute,genome editing,2020
3939,Indian Agricultural Research Institute,genomics assisted breeding,2020
3940,Indian Agricultural Research Institute,malnutrition,2020
3941,Indian Agricultural Research Institute,nutritional quality,2020
3942,Indian Agricultural Research Institute,plant breeding ,2020
3943,National Institute for Plant Biotechnology,CRISPR Cas9,2020
3944,National Institute for Plant Biotechnology,QTLs,2020
3945,National Institute for Plant Biotechnology,food crops,2020
3946,National Institute for Plant Biotechnology,genome editing,2020
3947,National Institute for Plant Biotechnology,genomics assisted breeding,2020
3948,National Institute for Plant Biotechnology,malnutrition,2020
3949,National Institute for Plant Biotechnology,nutritional quality,2020
3950,National Institute for Plant Biotechnology,plant breeding ,2020
3951,Indian Agricultural Research Institute,CRISPR Cas9,2020
3952,Indian Agricultural Research Institute,QTLs,2020
3953,Indian Agricultural Research Institute,food crops,2020
3954,Indian Agricultural Research Institute,genome editing,2020
3955,Indian Agricultural Research Institute,genomics assisted breeding,2020
3956,Indian Agricultural Research Institute,malnutrition,2020
3957,Indian Agricultural Research Institute,nutritional quality,2020
3958,Indian Agricultural Research Institute,plant breeding ,2020
3959,Indian Institute of Wheat and Barley Research,CRISPR Cas9,2020
3960,Indian Institute of Wheat and Barley Research,QTLs,2020
3961,Indian Institute of Wheat and Barley Research,food crops,2020
3962,Indian Institute of Wheat and Barley Research,genome editing,2020
3963,Indian Institute of Wheat and Barley Research,genomics assisted breeding,2020
3964,Indian Institute of Wheat and Barley Research,malnutrition,2020
3965,Indian Institute of Wheat and Barley Research,nutritional quality,2020
3966,Indian Institute of Wheat and Barley Research,plant breeding ,2020
3967,Indian Agricultural Research Institute,CRISPR Cas9,2020
3968,Indian Agricultural Research Institute,QTLs,2020
3969,Indian Agricultural Research Institute,food crops,2020
3970,Indian Agricultural Research Institute,genome editing,2020
3971,Indian Agricultural Research Institute,genomics assisted breeding,2020
3972,Indian Agricultural Research Institute,malnutrition,2020
3973,Indian Agricultural Research Institute,nutritional quality,2020
3974,Indian Agricultural Research Institute,plant breeding ,2020
3975,Indian Agricultural Research Institute,CRISPR Cas9,2020
3976,Indian Agricultural Research Institute,QTLs,2020
3977,Indian Agricultural Research Institute,food crops,2020
3978,Indian Agricultural Research Institute,genome editing,2020
3979,Indian Agricultural Research Institute,genomics assisted breeding,2020
3980,Indian Agricultural Research Institute,malnutrition,2020
3981,Indian Agricultural Research Institute,nutritional quality,2020
3982,Indian Agricultural Research Institute,plant breeding ,2020
3983,Indian Agricultural Research Institute,CRISPR Cas9,2020
3984,Indian Agricultural Research Institute,QTLs,2020
3985,Indian Agricultural Research Institute,food crops,2020
3986,Indian Agricultural Research Institute,genome editing,2020
3987,Indian Agricultural Research Institute,genomics assisted breeding,2020
3988,Indian Agricultural Research Institute,malnutrition,2020
3989,Indian Agricultural Research Institute,nutritional quality,2020
3990,Indian Agricultural Research Institute,plant breeding ,2020
3991,California State University,ROS,2016
3992,California State University,dietary antioxidant,2016
3993,California State University,exercise,2016
3994,California State University,exercise induced adaptation,2016
3995,California State University,skeletal muscle ,2016
3996,Anhui University Anhui,ROS,2016
3997,Anhui University Anhui,dietary antioxidant,2016
3998,Anhui University Anhui,exercise,2016
3999,Anhui University Anhui,exercise induced adaptation,2016
4000,Anhui University Anhui,skeletal muscle ,2016
4001,The Ohio State University College of MedicineColumbus,ROS,2016
4002,The Ohio State University College of MedicineColumbus,dietary antioxidant,2016
4003,The Ohio State University College of MedicineColumbus,exercise,2016
4004,The Ohio State University College of MedicineColumbus,exercise induced adaptation,2016
4005,The Ohio State University College of MedicineColumbus,skeletal muscle ,2016
4006,The Ohio State UniversityColumbus,ROS,2016
4007,The Ohio State UniversityColumbus,dietary antioxidant,2016
4008,The Ohio State UniversityColumbus,exercise,2016
4009,The Ohio State UniversityColumbus,exercise induced adaptation,2016
4010,The Ohio State UniversityColumbus,skeletal muscle ,2016
4011,China University of Geosciences Beijing,ROS,2016
4012,China University of Geosciences Beijing,dietary antioxidant,2016
4013,China University of Geosciences Beijing,exercise,2016
4014,China University of Geosciences Beijing,exercise induced adaptation,2016
4015,China University of Geosciences Beijing,skeletal muscle ,2016
4016,The Ohio State UniversityColumbus,ROS,2016
4017,The Ohio State UniversityColumbus,dietary antioxidant,2016
4018,The Ohio State UniversityColumbus,exercise,2016
4019,The Ohio State UniversityColumbus,exercise induced adaptation,2016
4020,The Ohio State UniversityColumbus,skeletal muscle ,2016
4021,Clinica Pederzoli,Brugada syndrome,2017
4022,Clinica Pederzoli,Brugada type 1 electrocardiogram,2017
4023,Clinica Pederzoli,Sudden cardiac death ,2017
4024,Hospital of Conegliano,Brugada syndrome,2017
4025,Hospital of Conegliano,Brugada type 1 electrocardiogram,2017
4026,Hospital of Conegliano,Sudden cardiac death ,2017
4027,Hospital of Conegliano,Brugada syndrome,2017
4028,Hospital of Conegliano,Brugada type 1 electrocardiogram,2017
4029,Hospital of Conegliano,Sudden cardiac death ,2017
4030,University of Kentucky,amorphous,2018
4031,University of Kentucky,calorimetry,2018
4032,University of Kentucky,dispersion,2018
4033,University of Kentucky,indomethacin interactive mixtures,2018
4034,University of Kentucky,materials science,2018
4035,University of Kentucky,phase diagram,2018
4036,University of Kentucky,physical stability,2018
4037,University of Kentucky,polymeric drug carrier,2018
4038,University of Kentucky,polyvinylpyrrolidone,2018
4039,University of Kentucky,thermodynamics statistical mechanics ,2018
4040,University of Turin,squamous cell lung cancer,2017
4041,University of Turin,therapeutic options,2017
4042,University of Turin,unmet needs ,2017
4043,University of Turin,squamous cell lung cancer,2017
4044,University of Turin,therapeutic options,2017
4045,University of Turin,unmet needs ,2017
4046,University of Turin,squamous cell lung cancer,2017
4047,University of Turin,therapeutic options,2017
4048,University of Turin,unmet needs ,2017
4049,University of Hawaii Cancer Center,Ca ATPase SERCA 2 ,2021
4050,University of Hawaii Cancer Center,calcium,2021
4051,University of Hawaii Cancer Center,cardiomyocytes,2021
4052,University of Hawaii Cancer Center,cardiomyopathies,2021
4053,University of Hawaii Cancer Center,heart function,2021
4054,University of Hawaii Cancer Center,mitochondria,2021
4055,University of Hawaii Cancer Center,organoids model,2021
4056,University of Hawaii Cancer Center,sarcoplasmic reticulum ,2021
4057,University of Hawaii Cancer Center,Ca ATPase SERCA 2 ,2021
4058,University of Hawaii Cancer Center,calcium,2021
4059,University of Hawaii Cancer Center,cardiomyocytes,2021
4060,University of Hawaii Cancer Center,cardiomyopathies,2021
4061,University of Hawaii Cancer Center,heart function,2021
4062,University of Hawaii Cancer Center,mitochondria,2021
4063,University of Hawaii Cancer Center,organoids model,2021
4064,University of Hawaii Cancer Center,sarcoplasmic reticulum ,2021
4065,University of Hawaii Cancer Center,Ca ATPase SERCA 2 ,2021
4066,University of Hawaii Cancer Center,calcium,2021
4067,University of Hawaii Cancer Center,cardiomyocytes,2021
4068,University of Hawaii Cancer Center,cardiomyopathies,2021
4069,University of Hawaii Cancer Center,heart function,2021
4070,University of Hawaii Cancer Center,mitochondria,2021
4071,University of Hawaii Cancer Center,organoids model,2021
4072,University of Hawaii Cancer Center,sarcoplasmic reticulum ,2021
4073,University of Ferrara,Ca ATPase SERCA 2 ,2021
4074,University of Ferrara,calcium,2021
4075,University of Ferrara,cardiomyocytes,2021
4076,University of Ferrara,cardiomyopathies,2021
4077,University of Ferrara,heart function,2021
4078,University of Ferrara,mitochondria,2021
4079,University of Ferrara,organoids model,2021
4080,University of Ferrara,sarcoplasmic reticulum ,2021
4081,Laboratory of Mitochondrial Biology and Metabolism,Ca ATPase SERCA 2 ,2021
4082,Laboratory of Mitochondrial Biology and Metabolism,calcium,2021
4083,Laboratory of Mitochondrial Biology and Metabolism,cardiomyocytes,2021
4084,Laboratory of Mitochondrial Biology and Metabolism,cardiomyopathies,2021
4085,Laboratory of Mitochondrial Biology and Metabolism,heart function,2021
4086,Laboratory of Mitochondrial Biology and Metabolism,mitochondria,2021
4087,Laboratory of Mitochondrial Biology and Metabolism,organoids model,2021
4088,Laboratory of Mitochondrial Biology and Metabolism,sarcoplasmic reticulum ,2021
4089,Laboratory of Mitochondrial Biology and Metabolism,Ca ATPase SERCA 2 ,2021
4090,Laboratory of Mitochondrial Biology and Metabolism,calcium,2021
4091,Laboratory of Mitochondrial Biology and Metabolism,cardiomyocytes,2021
4092,Laboratory of Mitochondrial Biology and Metabolism,cardiomyopathies,2021
4093,Laboratory of Mitochondrial Biology and Metabolism,heart function,2021
4094,Laboratory of Mitochondrial Biology and Metabolism,mitochondria,2021
4095,Laboratory of Mitochondrial Biology and Metabolism,organoids model,2021
4096,Laboratory of Mitochondrial Biology and Metabolism,sarcoplasmic reticulum ,2021
4097,University of Belgrade,Ca ATPase SERCA 2 ,2021
4098,University of Belgrade,calcium,2021
4099,University of Belgrade,cardiomyocytes,2021
4100,University of Belgrade,cardiomyopathies,2021
4101,University of Belgrade,heart function,2021
4102,University of Belgrade,mitochondria,2021
4103,University of Belgrade,organoids model,2021
4104,University of Belgrade,sarcoplasmic reticulum ,2021
4105,University of Belgrade,Ca ATPase SERCA 2 ,2021
4106,University of Belgrade,calcium,2021
4107,University of Belgrade,cardiomyocytes,2021
4108,University of Belgrade,cardiomyopathies,2021
4109,University of Belgrade,heart function,2021
4110,University of Belgrade,mitochondria,2021
4111,University of Belgrade,organoids model,2021
4112,University of Belgrade,sarcoplasmic reticulum ,2021
4113,University of Ferrara,Ca ATPase SERCA 2 ,2021
4114,University of Ferrara,calcium,2021
4115,University of Ferrara,cardiomyocytes,2021
